Player1_RecentWin%,Player2_RecentWin%,Player1_SurfaceWin%,Player2_SurfaceWin%,Player1_AvgOdds,Player2_AvgOdds,Head2Head_Player1Wins,Head2Head_Player2Wins,Player1_Rank,Player2_Rank,Label
1.4916723705789334,1.1333848918566234,1.5816837508907104,0.736018050954106,-0.849496119132174,-0.15989138548588358,0.23230639899365035,0.23230639899365035,-1.1912039223696715,-1.1215227240036314,1
1.1333848918566225,1.4916723705789343,0.736018050954106,1.5816837508907104,-0.15989138548588358,-0.849496119132174,0.23230639899365035,0.23230639899365035,-1.1215227240036312,-1.1912039223696718,0
1.1333848918566225,1.3492677284007384,0.736018050954106,1.0772795532762014,-0.15989138548588358,0.2292492143075296,1.4014454045082936,1.4014454045082936,-1.1215227240036312,-1.1633314430232555,1
1.3492677284007377,1.1333848918566234,1.0772795532762014,0.736018050954106,0.2292492143075296,-0.15989138548588358,1.4014454045082936,1.4014454045082936,-1.1633314430232553,-1.1215227240036314,0
1.4916723705789334,2.081484514553316,1.5816837508907104,1.3558227254418034,-0.849496119132174,2.6089372673049045,1.4014454045082936,-0.9368326065209929,-1.1912039223696715,-1.2190764017160878,1
2.081484514553315,1.4916723705789343,1.3558227254418034,1.5816837508907104,2.6089372673049045,-0.849496119132174,-0.9368326065209929,1.4014454045082936,-1.2190764017160876,-1.1912039223696718,0
1.4916723705789334,0.5727702284886864,1.5816837508907104,0.7776611775212481,-0.849496119132174,-0.010895480257708836,0.23230639899365035,-0.9368326065209929,-1.1912039223696715,-0.8149254511930539,1
0.5727702284886856,1.4916723705789343,0.7776611775212481,1.5816837508907104,-0.010895480257708836,-0.849496119132174,-0.9368326065209929,0.23230639899365035,-0.8149254511930538,-1.1912039223696718,0
2.081484514553315,0.3849592173773589,1.3558227254418034,-0.3288207938779554,2.6089372673049045,-0.4695790668701333,1.4014454045082936,-0.9368326065209929,-1.2190764017160876,-0.6755630544609733,1
0.3849592173773581,2.081484514553316,-0.3288207938779554,1.3558227254418034,-0.4695790668701333,2.6089372673049045,-0.9368326065209929,1.4014454045082936,-0.6755630544609732,-1.2190764017160878,0
2.081484514553315,1.425765342219631,1.3558227254418034,1.265094738551335,2.6089372673049045,-0.1722266008750168,2.5705844100229367,1.4014454045082936,-1.2190764017160876,-1.1772676826964636,1
